portfolio_turnover,code,swp_flag,lump_min,stp_flag,face_value,sip_available,sip_maximum_gap,returns_date,returns_inception,returns_year_5,returns_year_1,returns_year_3,sip_multiplier,ISIN,investment_objective,volatility,name,fund_house,last_nav_date,last_nav_nav,fund_manager,fund_category,lump_multiplier,redemption_allowed,direct,fund_type,redemption_amount_minimum,category,sip_min,detail_info,redemption_quantity_multiple,nav_date,nav_nav,switch_allowed,lump_min_additional,fund_name,sip_max,expense_ratio,crisil_rating,purchase_amount_multiplier,instant,redemption_quantity_minimum,lump_available,lump_max,redemption_amount_multiple,plan,short_name,short_code,reinvestment,slug,channel_partner_code,tax_period,maturity_type,aum,jan_31_nav,merged_code,merged_name,merged_date
,LT121D-DP,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.459,5.9007,5.3422,5.5494,1.0,INF917K01HT0,To generate reasonable and stable income and provide liquidity to the unit holder. To achieve this objective the scheme will invest predominantly in a well diversified and highly liquid portfolio of money market instruments; government securities and corporate debt. The scheme will not invest in equities orequity related instruments.,2.17042,L&T Ultra Short Term Monthly Dividend Payout Direct Plan,L&TMUTUALFUND_MF,2020-03-11,13.0934,Jalpan Shah; Vikas Garg,Ultra Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,13.0838,Y,1000.0,L&T Mutual Fund,999999999.0,0.23,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,L&T UST Monthly Dividend Payout,l_t,N,l-t-ultra-short-term-monthly-dividend-payout--LT121D-DP,F121D,1095,Open Ended,27860,12.8343,,,
,LT121D-DR,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.459,5.9007,5.3422,5.5494,1.0,INF917K01HT0,To generate reasonable and stable income and provide liquidity to the unit holder. To achieve this objective the scheme will invest predominantly in a well diversified and highly liquid portfolio of money market instruments; government securities and corporate debt. The scheme will not invest in equities orequity related instruments.,2.17042,L&T Ultra Short Term Monthly Dividend Reinvest Direct Plan,L&TMUTUALFUND_MF,2020-03-11,13.0934,Jalpan Shah; Vikas Garg,Ultra Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,13.0838,Y,1000.0,L&T Mutual Fund,999999999.0,0.23,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,L&T UST Monthly Dividend Reinvest,l_t,Y,l-t-ultra-short-term-monthly-dividend-reinvest--LT121D-DR,F121D,1095,Open Ended,27860,12.8343,,,
,LT222D-DR,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.1877,5.6657,5.2512,5.2406,1.0,INF917K01HX2,To generate reasonable and stable income and provide liquidity to the unit holder. To achieve this objective the scheme will invest predominantly in a well diversified and highly liquid portfolio of money market instruments; government securities and corporate debt. The scheme will not invest in equities orequity related instruments.,0.316844,L&T Ultra Short Term Daily Dividend Reinvest Direct Plan,L&TMUTUALFUND_MF,2020-03-11,10.4647,Jalpan Shah; Vikas Garg,Ultra Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,10.457,Y,1000.0,L&T Mutual Fund,999999999.0,0.23,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND DAILY,L&T UST Daily Dividend Reinvest,l_t,Y,l-t-ultra-short-term-daily-dividend-reinvest--LT222D-DR,F222D,1095,Open Ended,27860,10.439,,,
,LT221D-DP,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.6107,6.0211,5.5699,5.6688,1.0,INF917K01HY0,To generate reasonable and stable income and provide liquidity to the unit holder. To achieve this objective the scheme will invest predominantly in a well diversified and highly liquid portfolio of money market instruments; government securities and corporate debt. The scheme will not invest in equities orequity related instruments.,1.12135,L&T Ultra Short Term Weekly Dividend Payout Direct Plan,L&TMUTUALFUND_MF,2020-03-11,11.3149,Jalpan Shah; Vikas Garg,Ultra Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,11.3065,Y,1000.0,L&T Mutual Fund,999999999.0,0.23,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,L&T UST Weekly Dividend Payout,l_t,N,l-t-ultra-short-term-weekly-dividend-payout--LT221D-DP,F221D,1095,Open Ended,27860,11.0621,,,
,LT221D-DR,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.6107,6.0211,5.5699,5.6688,1.0,INF917K01HY0,To generate reasonable and stable income and provide liquidity to the unit holder. To achieve this objective the scheme will invest predominantly in a well diversified and highly liquid portfolio of money market instruments; government securities and corporate debt. The scheme will not invest in equities orequity related instruments.,1.12135,L&T Ultra Short Term Weekly Dividend Reinvest Direct Plan,L&TMUTUALFUND_MF,2020-03-11,11.3149,Jalpan Shah; Vikas Garg,Ultra Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,11.3065,Y,1000.0,L&T Mutual Fund,999999999.0,0.23,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,L&T UST Weekly Dividend Reinvest,l_t,Y,l-t-ultra-short-term-weekly-dividend-reinvest--LT221D-DR,F221D,1095,Open Ended,27860,11.0621,,,
5.4711,LTFCMDD-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,9.2528,1.5057,-5.8946,2.6409,1.0,INF917K01IL5,To seek to generate long term capital appreciation from a diversified portfolio of equity and equity related securities and to generate reasonable returns by investing in a portfolio of debt and money market instruments and arbitrage opportunities in the cash and derivatives segments of the equity markets.,9.14702,L&T Dynamic Equity Dividend Payout Direct Plan,L&TMUTUALFUND_MF,2020-03-11,17.504,Venugopal M; Praveen Ayathan; Jalpan Shah; Vihang Naik,Dynamic Asset Allocation or Balanced Advantage,1.0,Y,Y,Hybrid,500.0,Equity,500.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,16.941,Y,1000.0,L&T Mutual Fund,999999999.0,1.08,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,L&T Balanced Advantage Dividend Payout,l_t,N,l-t-dynamic-equity-dividend-payout--LTFCMDD-DP,FFCMDD,365,Open Ended,6600,19.322,,,
5.4711,LTFCMDD-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,9.2528,1.5057,-5.8946,2.6409,1.0,INF917K01IL5,To seek to generate long term capital appreciation from a diversified portfolio of equity and equity related securities and to generate reasonable returns by investing in a portfolio of debt and money market instruments and arbitrage opportunities in the cash and derivatives segments of the equity markets.,9.14702,L&T Dynamic Equity Dividend Reinvest Direct Plan,L&TMUTUALFUND_MF,2020-03-11,17.504,Venugopal M; Praveen Ayathan; Jalpan Shah; Vihang Naik,Dynamic Asset Allocation or Balanced Advantage,1.0,Y,Y,Hybrid,500.0,Equity,500.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,16.941,Y,1000.0,L&T Mutual Fund,999999999.0,1.08,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,L&T Balanced Advantage Dividend Reinvest,l_t,Y,l-t-dynamic-equity-dividend-reinvest--LTFCMDD-DR,FFCMDD,365,Open Ended,6600,19.322,,,
5.4711,LTFCMGD-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.8155,3.5104,-1.1119,4.6772,1.0,INF917K01IN1,To seek to generate long term capital appreciation from a diversified portfolio of equity and equity related securities and to generate reasonable returns by investing in a portfolio of debt and money market instruments and arbitrage opportunities in the cash and derivatives segments of the equity markets.,8.57416,L&T Dynamic Equity Growth Direct Plan,L&TMUTUALFUND_MF,2020-03-11,26.026,Venugopal M; Praveen Ayathan; Jalpan Shah; Vihang Naik,Dynamic Asset Allocation or Balanced Advantage,1.0,Y,Y,Hybrid,500.0,Equity,500.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,25.188,Y,1000.0,L&T Mutual Fund,999999999.0,1.08,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,L&T Balanced Advantage,l_t,Z,l-t-dynamic-equity-growth--LTFCMGD-GR,FFCMGD,365,Open Ended,6600,24.223,,,
,LT131D-DP,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,6.7642,6.3693,7.8525,6.2475,1.0,INF917K01IO9,To generate regular returns and capital appreciation by investing in debt; government and money market securities.,2.37165,L&T Short Term Bond Dividend Payout Direct Plan,L&TMUTUALFUND_MF,2020-03-11,11.6976,Shriram Ramanathan; Jalpan Shah,Short Duration Fund,1.0,Y,Y,Debt,500.0,Debt - Bonds,1000.0,https://www.ltfs.com/companies/lnt-investment-management/our_funds.html,0.001,2020-03-12,11.6551,Y,1000.0,L&T Mutual Fund,999999999.0,0.25,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,L&T ST Bond Dividend Payout,l_t,N,l-t-short-term-bond-dividend-payout--LT131D-DP,F131D,1095,Open Ended,51890,11.0282,,,
0.41,60T-DP,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,5.5426,4.8185,1.1948,3.9458,1.0,INF179K01VG5,To generate income / capital appreciation through investment in debt securities and money market instruments. There is no assurance that the investment objective of the Scheme will be realized.,2.63651,HDFC Low Duration Retail Monthly Dividend Payout Direct Plan,HDFCMutualFund_MF,2020-03-11,10.1561,Anupam Joshi,Low Duration Fund,0.01,Y,Y,Debt,500.0,Debt - Bonds,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,10.1402,Y,1000.0,HDFC Mutual Fund,999999999.0,0.44,Low,,N,100.0,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,HDFC Low Duration Retail Monthly Dividend Payout,hdfc,N,hdfc-low-duration-retail-monthly-dividend-payout--60T-DP,H60T,1095,Open Ended,159560,10.1467,,,
0.41,HD60T-DR,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,5.5426,4.8185,1.1948,3.9458,1.0,INF179K01VG5,To generate income / capital appreciation through investment in debt securities and money market instruments. There is no assurance that the investment objective of the Scheme will be realized.,2.63651,HDFC Low Duration Retail Monthly Dividend Reinvest Direct Plan,HDFCMutualFund_MF,2020-03-11,10.1561,Anupam Joshi,Low Duration Fund,0.01,Y,Y,Debt,500.0,Debt - Bonds,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,10.1402,Y,1000.0,HDFC Mutual Fund,999999999.0,0.44,Low,,N,100.0,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,HDFC Low Duration Retail Monthly Dividend Reinvest,hdfc,Y,hdfc-low-duration-retail-monthly-dividend-reinvest--HD60T-DR,H60T,1095,Open Ended,159560,10.1467,,,
0.2591,CORDT-DP,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,9.0073,0.034,-24.3339,-4.8524,1.0,INF179K01VI1,To generate long term capital appreciation/income by investing in equity & equity related instruments of up to 30 companies. There is no assurance that the investment objective of the Scheme will be realized.,20.6461,HDFC Focused 30 Dividend Payout Direct Plan,HDFCMutualFund_MF,2020-03-11,13.375,Vinay Kulkarni,Focused Fund,0.01,Y,Y,Equity,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,12.175,Y,1000.0,HDFC Mutual Fund,999999999.0,1.86,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,HDFC Focused 30 Dividend Payout,hdfc,N,hdfc-focused-30-dividend-payout--CORDT-DP,HCORDT,365,Open Ended,4490,24.555,,,
0.2591,CORGT-GR,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,6.2211,0.6314,-22.4868,-3.6613,1.0,INF179K01VK7,To generate long term capital appreciation/income by investing in equity & equity related instruments of up to 30 companies. There is no assurance that the investment objective of the Scheme will be realized.,17.2989,HDFC Focused 30 Growth Direct Plan,HDFCMutualFund_MF,2020-03-11,68.355,Vinay Kulkarni,Focused Fund,0.01,Y,Y,Equity,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,62.226,Y,1000.0,HDFC Mutual Fund,999999999.0,1.86,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,HDFC Focused 30,hdfc,Z,hdfc-focused-30-growth--CORGT-GR,HCORGT,365,Open Ended,4490,89.901,,,
0.2308,01T-DP,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,7.8548,1.0698,-24.5975,-1.3058,1.0,INF179K01VL5,To generate capital appreciation / income from a portfolio; predominantly invested in equity & equity related instruments. There is no assurance that the investment objective of the Scheme will be realized,19.8635,HDFC Equity Dividend Payout Direct Plan,HDFCMutualFund_MF,2020-03-11,45.16,Prashant Jain,Multi Cap Fund,0.01,Y,Y,Equity,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,40.706,Y,1000.0,HDFC Mutual Fund,999999999.0,1.26,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,HDFC Equity Dividend Payout,hdfc,N,hdfc-equity-dividend-payout--01T-DP,H01T,365,Open Ended,214170,66.273,,,
0.2308,HD01T-DR,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,7.8548,1.0698,-24.5975,-1.3058,1.0,INF179K01VL5,To generate capital appreciation / income from a portfolio; predominantly invested in equity & equity related instruments. There is no assurance that the investment objective of the Scheme will be realized,19.8635,HDFC Equity Dividend Reinvest Direct Plan,HDFCMutualFund_MF,2020-03-11,45.16,Prashant Jain,Multi Cap Fund,0.01,Y,Y,Equity,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,40.706,Y,1000.0,HDFC Mutual Fund,999999999.0,1.26,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,HDFC Equity Dividend Reinvest,hdfc,Y,hdfc-equity-dividend-reinvest--HD01T-DR,H01T,365,Open Ended,214170,66.273,,,
0.55,GLDT-DP,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,6.8422,6.0903,9.2446,6.1891,1.0,INF179K01VR2,To generate credit risk-free returns through investments in sovereign securities issued by the Central Government and / or a State Government.Ideal for investors who wish to invest for relatively longer time period.,6.32174,HDFC Gilt Dividend Payout Direct Plan,HDFCMutualFund_MF,2020-03-11,12.3044,Anil Bamboli,Gilt Fund,0.01,Y,Y,Debt,500.0,Debt - Bonds,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,12.246,Y,1000.0,HDFC Mutual Fund,999999999.0,0.44,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,HDFC Gilt Dividend Payout,hdfc,N,hdfc-gilt-dividend-payout--GLDT-DP,HGLDT,1095,Open Ended,9830,11.1707,,,
0.55,GLGT-GR,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,8.7347,7.9836,10.6822,7.5497,1.0,INF179K01VS0,To generate credit risk-free returns through investments in sovereign securities issued by the Central Government and / or a State Government.Ideal for investors who wish to invest for relatively longer time period.,4.62303,HDFC Gilt Growth Direct Plan,HDFCMutualFund_MF,2020-03-11,42.1838,Anil Bamboli,Gilt Fund,0.01,Y,Y,Debt,500.0,Debt - Bonds,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,41.9837,Y,1000.0,HDFC Mutual Fund,999999999.0,0.44,Moderate,,N,0.001,Y,10000000000000.0,1.0,GROWTH,HDFC Gilt,hdfc,Z,hdfc-gilt-growth--GLGT-GR,HGLGT,1095,Open Ended,9830,35.2224,,,
,GFOFT-GR,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,3.4854,9.3845,32.73,12.8874,1.0,INF179K01VX0,To seek capital appreciation by investing in units of HDFC Gold Exchange Traded Fund.,12.6682,HDFC Gold Growth Direct Plan,HDFCMutualFund_MF,2020-03-11,14.2705,Krishan Daga,Fund of Funds,0.01,Y,Y,Others,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,14.1511,Y,1000.0,HDFC Mutual Fund,999999999.0,0.29,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,HDFC Gold,hdfc,Z,hdfc-gold-growth--GFOFT-GR,HGFOFT,1095,Open Ended,3290,10.118,,,
0.2023,GFDT-DP,Y,5000.0,Y,10.0,Y,90.0,2020-03-12,9.4072,3.379,-17.7192,1.3364,1.0,INF179K01VY8,To provide long term capital appreciation / income from a dynamic mix of equity and debt investments. There is no assurance that the investment objective of the Scheme will be realized.,17.9717,HDFC Balance Advantage Dividend Payout Direct Plan,HDFCMutualFund_MF,2020-03-11,23.89,Prashant Jain,Dynamic Asset Allocation or Balanced Advantage,0.01,Y,Y,Hybrid,500.0,Equity,500.0,http://www.hdfcfund.com/downloads/sid,0.001,2020-03-12,21.937,Y,1000.0,HDFC Mutual Fund,999999999.0,1.01,Moderately High,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,HDFC Balance Advantage Dividend Payout,hdfc,N,hdfc-balance-advantage-dividend-payout--GFDT-DP,HGFDT,365,Open Ended,409200,37.479,,,
,SUMIHAD-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,3.594,0.0,-3.2209,1.0559,1.0,INF903J01OV4,To generate income and capital appreciation through investments predominantly in fixed income securities and in equity and equity related instruments.,6.84567,Sundaram Debt Oriented Hybrid Half Yearly Dividend Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,14.6368,Sandeep Agarwal; Rahul Baijal,Conservative Hybrid Fund,1.0,Y,Y,Hybrid,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,14.3265,Y,500.0,SUNDARAM Mutual Fund,999999999.0,0.51,Moderately High,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND SEMI-ANNUALLY,Sundaram Debt Oriented Hybrid Half Yearly Dividend Reinvest,sundaram,Y,sundaram-debt-oriented-hybrid-half-yearly-dividend-reinvest--SUMIHAD-DR,176DHDH,1095,Open Ended,370,15.1505,,,
,SU161AD-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,0.0,0.0,9.5488,5.8238,1.0,INF903J01OX0,To generate income and capital appreciation by investing predominantly in AA+ and above rated corporate bonds.,2.11924,Sundaram Flexible Flexible Inc Pl Annual Dividend Payout Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,14.9335,Dwijendra Srivastava; Sandeep Agarwal,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,14.8695,Y,1000.0,SUNDARAM Mutual Fund,999999999.0,0.28,Moderately High,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND ANNUAL,Sundaram Flexible Flexible Inc Pl Annual Dividend Payout,sundaram,N,sundaram-flexible-flexible-inc-pl-annual-dividend-payout--SU161AD-DP,176CBD1,1095,Open Ended,10660,13.5968,,,
,SU161AD-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,0.0,0.0,9.5488,5.8238,1.0,INF903J01OZ5,To generate income and capital appreciation by investing predominantly in AA+ and above rated corporate bonds.,2.11924,Sundaram Corporate Bond Annual Dividend Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,14.9335,Dwijendra Srivastava; Sandeep Agarwal,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,14.8695,Y,1000.0,SUNDARAM Mutual Fund,999999999.0,0.28,Moderately High,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND ANNUAL,Sundaram Corporate Bond Annual Dividend Reinvest,sundaram,Y,sundaram-corporate-bond-annual-dividend-reinvest--SU161AD-DR,176CBD1,1095,Open Ended,10660,13.5968,,,
,SU153DP-GR,Y,100000.0,Y,10.0,Y,60.0,2020-03-12,8.1106,7.7199,9.1483,7.5538,1.0,INF903J01PA5,To generate income and capital appreciation by predominantly investing in debt instruments of Banks; Public Sector Undertakings; Public Financial Institutions and Municipal Bonds,1.00655,Sundaram Banking & PSU Debt Growth Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,31.948,Dwijendra Srivastava; Siddharth Chaudhary,Banking and PSU Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,31.8558,Y,100000.0,SUNDARAM Mutual Fund,999999999.0,0.36,Moderate,,N,0.001,Y,10000000000000.0,0.01,GROWTH,Sundaram Banking & PSU Debt,sundaram,Z,sundaram-banking-psu-debt-growth--SU153DP-GR,176BDDG,1095,Open Ended,13620,26.9961,,,
,SU156PD-DP,Y,100000.0,Y,10.0,Y,60.0,2020-03-12,5.1723,4.5781,7.2872,4.7841,1.0,INF903J01PB3,To generate income and capital appreciation by predominantly investing in debt instruments of Banks; Public Sector Undertakings; Public Financial Institutions and Municipal Bonds,2.31083,Sundaram Banking & PSU Debt Mthly Dividend Payout Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,11.3655,Dwijendra Srivastava; Siddharth Chaudhary,Banking and PSU Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,11.3327,Y,100000.0,SUNDARAM Mutual Fund,999999999.0,0.36,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND MONTHLY,Sundaram Banking & PSU Debt Mthly Dividend Payout,sundaram,N,sundaram-banking-psu-debt-mthly-dividend-payout--SU156PD-DP,176BDDM,1095,Open Ended,13620,10.9659,,,
,SU154PD-DR,Y,100000.0,Y,10.0,Y,60.0,2020-03-12,5.8402,5.3974,6.7656,5.4148,1.0,INF903J01PC1,To generate income and capital appreciation by predominantly investing in debt instruments of Banks; Public Sector Undertakings; Public Financial Institutions and Municipal Bonds,1.01954,Sundaram Banking & PSU Debt Daily Dividend Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,10.2348,Dwijendra Srivastava; Siddharth Chaudhary,Banking and PSU Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,10.2031,Y,100000.0,SUNDARAM Mutual Fund,999999999.0,0.36,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND DAILY,Sundaram Banking & PSU Debt Daily Dividend Reinvest,sundaram,Y,sundaram-banking-psu-debt-daily-dividend-reinvest--SU154PD-DR,176BDDR,1095,Open Ended,13620,10.045,,,
,SU156PD-DR,Y,100000.0,Y,10.0,Y,60.0,2020-03-12,5.1723,4.5781,7.2872,4.7841,1.0,INF903J01PE7,To generate income and capital appreciation by predominantly investing in debt instruments of Banks; Public Sector Undertakings; Public Financial Institutions and Municipal Bonds,2.31083,Sundaram Banking & PSU Debt Mthly Dividend Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,11.3655,Dwijendra Srivastava; Siddharth Chaudhary,Banking and PSU Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,11.3327,Y,100000.0,SUNDARAM Mutual Fund,999999999.0,0.36,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND MONTHLY,Sundaram Banking & PSU Debt Mthly Dividend Reinvest,sundaram,Y,sundaram-banking-psu-debt-mthly-dividend-reinvest--SU156PD-DR,176BDDM,1095,Open Ended,13620,10.9659,,,
,SU212PD-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,4.7365,4.6644,5.9137,4.5333,1.0,INF903J01PH0,To generate income and capital appreciation by investing in Fixed Income Securities and Money Market Instruments.,8.20992,Sundaram Bond Saver Annual Dividend Payout Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,13.4789,Dwijendra Srivastava; Sandeep Agarwal,Medium Duration Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,13.3855,Y,500.0,SUNDARAM Mutual Fund,999999999.0,1.2,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND ANNUAL,Sundaram Bond Saver Annual Dividend Payout,sundaram,N,sundaram-bond-saver-annual-dividend-payout--SU212PD-DP,176MTD1,1095,Open Ended,790,12.7732,,,
,SU21PD-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-6.5072,5.6353,6.6188,5.8067,1.0,INF903J01PK4,To generate income and capital appreciation by investing in Fixed Income Securities and Money Market Instruments.,4.21293,Sundaram Medium Term Bond Qtly Dividend Payout Direct Plan,SUNDARAMMUTUALFUND_MF,2020-03-11,22.4732,Dwijendra Srivastava; Sandeep Agarwal,Medium Duration Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,250.0,https://www.sundarammutual.com/schemeinfodoc/schemeinfodoc.htm,0.001,2020-03-12,22.3175,Y,500.0,SUNDARAM Mutual Fund,999999999.0,1.2,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,Sundaram Medium Term Bond Qtly Dividend Payout,sundaram,N,sundaram-medium-term-bond-qtly-dividend-payout--SU21PD-DP,176MTDQ,1095,Open Ended,790,20.5033,,,
